epoch,train_dice,train_iou,train_pixel_accuracy,train_precision,train_recall,train_loss,val_dice,val_iou,val_pixel_accuracy,val_precision,val_recall,val_loss
1,0.10042320969247259,0.06605315403830114,0.971364670368128,0.33527403776425607,0.13038092781845614,0.5067830311004505,0.23383203923096677,0.15792443574080448,0.9636212049271095,0.28213231362867425,0.3745058582033232,0.456870653697645
2,0.350892354669266,0.2616587991198135,0.9784635613824046,0.4867244778677475,0.40148930307910885,0.38383982278579887,0.40719142698930205,0.3190323591059282,0.9834418252694417,0.6078071481776688,0.42876703351606305,0.34812075215431015
3,0.4330208556250084,0.33705040474617204,0.9823839962482452,0.5449784458723179,0.47372942028004067,0.33437009857491007,0.4827162192591043,0.38208113785925035,0.9862503706111271,0.5514402656838925,0.5206639583294208,0.30369495948119674
4,0.49430109993662946,0.39291566774942155,0.9853718426338461,0.5738171974933425,0.5307948381401771,0.29831901868415434,0.4765682389151375,0.3895800190670916,0.9890741117633826,0.7368119532899344,0.4345852681618124,0.30016955519730365
5,0.5281778991568921,0.4255386570165324,0.9867717956387719,0.6006571089112481,0.5643513414055802,0.2770597285829311,0.5559724988888933,0.45562641610254917,0.988263143250835,0.6064686931788662,0.5880011075293897,0.25846115160728056
6,0.5532512872718102,0.4496771714021993,0.98727293208588,0.6195978879235512,0.5933313816785812,0.26232940435063007,0.5552574154773541,0.46120042396041583,0.9893668020584759,0.6869992684729732,0.5472696567135383,0.2579309449535193
7,0.5624723515884821,0.45921080490184385,0.9873420928799829,0.6361201296365538,0.5997585150045018,0.256885931502248,0.5904846776206538,0.49030003293332236,0.9896120948092512,0.667731300839838,0.6039896872981366,0.23715491922969656
8,0.5895317605761594,0.4865458479454351,0.9883878549864126,0.6542067423809407,0.6223177164793015,0.24052748924424483,0.611507232805122,0.5099962441080368,0.9892921708145751,0.6485584978614386,0.6431169710588386,0.22520613082358817
9,0.5984464039982751,0.4949707756208819,0.9883444662704024,0.656460972026337,0.6347050280418507,0.23505367390638174,0.6120512482908883,0.5099748710416397,0.9886680732444686,0.621849793394695,0.6819340933563055,0.22500381852312254
10,0.6103347572822904,0.5073078645523205,0.9885791696088259,0.6632859997971113,0.6499196918204774,0.2277627869747406,0.6162287362774156,0.5188211901613521,0.9898368781121618,0.6633710829197755,0.6482536832549229,0.2208637389231403
