epoch,train_dice,train_iou,train_pixel_accuracy,train_precision,train_recall,train_loss,val_dice,val_iou,val_pixel_accuracy,val_precision,val_recall,val_loss
1,0.1050904834203561,0.06950850647383867,0.9714624011932418,0.34704740590762434,0.1339022566851873,0.505730063416237,0.1931361025753492,0.13234085722654756,0.9767830236902777,0.462715874303062,0.2162482663232114,0.46388441473461894
2,0.3162548920291281,0.23386977500347203,0.9770959761253623,0.4815004155213057,0.3661617206972699,0.40303438243477846,0.4117453780852485,0.316748595549164,0.982559220538257,0.5341987117627536,0.4534847122145322,0.3467019734841992
3,0.4061302323500777,0.31301989986799483,0.9810239381568376,0.5412670290747355,0.44956482929545777,0.3504411852810272,0.43651925107391204,0.3509591251222419,0.9863225103981782,0.654835221383326,0.4236680934494915,0.3260794629238773
4,0.4572108399209588,0.3597775690777357,0.9835308117921963,0.5673791916910992,0.4947248910402143,0.3194308666469053,0.4865980620654124,0.3941572049878678,0.9884468215816425,0.6843749315887473,0.4580997657706672,0.2981834203567145
5,0.5087110930403997,0.4068855387700159,0.9857772301102794,0.5844217045016067,0.5437731564391491,0.28882548637514893,0.5454164712280252,0.44523120575269526,0.9878216187735946,0.599596181870891,0.5646582097896471,0.26576526095368863
6,0.5195979676967444,0.4172138699958491,0.9860361519941064,0.600715892432734,0.5608265950929286,0.28222090828903884,0.5348261576605466,0.44064694582464387,0.988602473877684,0.6515677749505063,0.5311495132300954,0.27047772000507275
7,0.541133907298709,0.43911749549036805,0.9866318820520888,0.62019592229017,0.577953297038411,0.2698061724388322,0.5626078461701015,0.46558914501192955,0.9894753876203031,0.658054386410208,0.5649174979532405,0.25344601388161
8,0.5563084536860156,0.45384053123551743,0.9870257717232371,0.629303504561269,0.59490224857663,0.2605427315588607,0.5819602580132782,0.47994676980640094,0.9886258698686287,0.6332550336902824,0.6086064146288247,0.24368119903222396
9,0.5677893142714057,0.4659779987536197,0.9875969065483227,0.6294285809231359,0.6050499431615652,0.2531579680047756,0.5855901242167579,0.48893604249151423,0.9893416937100005,0.6491332670081683,0.605357850065079,0.2400032709959586
10,0.5897779279323512,0.4868842893561652,0.9881041219761205,0.648058608174324,0.6271030124883319,0.24046932931902798,0.5626796253014719,0.4629203139957046,0.9877462698517068,0.5776536301189307,0.6270672271490443,0.25499340578783924
11,0.5974171064620795,0.49577412165181584,0.9887022972106934,0.661886491921059,0.6308329484837,0.2355057037500448,0.6154900091133892,0.5152747224481081,0.9888999394650729,0.625638963089626,0.6677720428205194,0.223634493787312
12,0.6079111873757007,0.5051626514556796,0.9884508193232292,0.6634677255222964,0.6471252683983293,0.22973854922104714,0.6112973735017596,0.513092572180384,0.9893196290913099,0.678482014831853,0.6194172777527476,0.22465259022740391
13,0.6092230807556662,0.5061888005151305,0.98844588807849,0.6673552750848061,0.6471376342828884,0.22807683761036673,0.6292160136087194,0.5250481576462789,0.9874940587232005,0.633420955027482,0.6951871390612621,0.2179443802581816
14,0.6241503730416298,0.5216170743454335,0.9888307604678842,0.6753376472828,0.6603168902355571,0.21950709022754847,0.636665397527775,0.533598110706955,0.9894662829026775,0.6544150693669202,0.6893847317411869,0.21098180489644344
15,0.6308322493420091,0.5279225681063741,0.9889684603657833,0.6837778349601945,0.6699641163265982,0.21585717446408992,0.6100186408863705,0.5065466349806599,0.9863882703255153,0.634215077831368,0.674044421691507,0.22988759420260635
16,0.6389186909032423,0.5350119400509569,0.9890990978063539,0.6869620788235997,0.6781485545080762,0.21079143279686915,0.6317547795042417,0.5314385288858622,0.9894279849719586,0.6908333784263954,0.648732590917579,0.21203486321572382
17,0.641120875990668,0.5365463852189308,0.9887514651514763,0.6847339017793189,0.6853642986957417,0.2101336965380713,0.6520809688658085,0.5471999073409204,0.9894772726496349,0.6501788567043354,0.7222368982775983,0.20112766287626133
18,0.6434353506842325,0.5397271028784818,0.9890682174022808,0.6992129023338474,0.6862545281995175,0.20832302468980468,0.6468649145826719,0.5369327280275707,0.9876381402783885,0.6503701728210394,0.7279620026988457,0.20763928355062475
19,0.6524993813661641,0.546465051382087,0.9890996151885321,0.6988704166440076,0.6967786787900814,0.2032536969108637,0.6395260083485065,0.5427740582187913,0.991106984577262,0.7609956390798871,0.6302546408941161,0.20525369234112767
20,0.6675834096101827,0.5616675426447114,0.989598942703979,0.7109175123447595,0.7086969068230584,0.19432982819717984,0.6745997628383609,0.5671455430188616,0.989964873160956,0.7223303587066418,0.7047083322472427,0.1899732314158334
21,0.673498101878998,0.5674045357939809,0.9894952430974605,0.7139159160297971,0.7179097380749014,0.19144327596349772,0.6433786057768436,0.535914248150215,0.9892658267727092,0.6392351062792652,0.7245438406014131,0.20726055871960214
22,0.6849522237167802,0.5783851221203804,0.9901712807111962,0.726227190258891,0.7252925513095634,0.18418746905098127,0.6836380836579554,0.5758400746284618,0.9893248010269963,0.6852511757517069,0.7547296081468226,0.1844536278759101
23,0.6920966627292855,0.5851975648209106,0.9900674511526906,0.7277543575957764,0.731942851529565,0.1806555395989224,0.6501317389298593,0.5370213678336455,0.9861939426603442,0.6074611000467973,0.7958131686869484,0.2065579839380585
24,0.6864995207897452,0.5785614082286524,0.9900176331054332,0.7298571931761365,0.7273316650196563,0.1835456622201343,0.6830194950622813,0.5775862215046267,0.9907067285739805,0.744004172060763,0.7039001374701457,0.18301210500548643
25,0.7047912312108416,0.5981767307533774,0.9906779510337252,0.7384034821460413,0.7440304731906846,0.17283743234394594,0.6804093734100353,0.5760109550894086,0.9911946573866469,0.7248200653945414,0.7046032746921257,0.1829052363212811
26,0.7076368449732314,0.600159189555534,0.9909663176120713,0.7437109933343045,0.7458395580219668,0.17078484902374966,0.7014207396175068,0.5954376271397351,0.9915541155244858,0.7417512076686532,0.7278977644633832,0.1727176302008558
27,0.7106264517750851,0.6030136779990307,0.9907694368861443,0.745040736572687,0.7496254991653354,0.16946636092697465,0.6839574715568643,0.5817757678827803,0.9916517961180954,0.7694012439648887,0.6934502684499079,0.18151913665191788
28,0.7158751290204913,0.6094077574305756,0.9909480817096178,0.7445413598487544,0.7565177789954252,0.1661940014726201,0.7049189144191271,0.5984904396689682,0.9910934379727124,0.7164209869153614,0.7688119016122749,0.1706082508892513
29,0.7286402777183888,0.6224129066564316,0.9915817126978276,0.7592013429763705,0.7584758775178776,0.15883119633897794,0.7107121837156432,0.6076886920347615,0.9921902454470343,0.7696643732974768,0.7195253966508652,0.16687518814294794
30,0.7291917152876077,0.6224990417790968,0.9915570537018221,0.7568445510642473,0.7653873323701149,0.15834423015977062,0.7116190471047068,0.6042841208344447,0.9910174796820033,0.7099691772149506,0.7797756347324055,0.16739002067503805
31,0.7172711079203805,0.6106576437866965,0.9908783092748287,0.7466452405896298,0.7567643828170244,0.16553861483238463,0.6931914498567235,0.5912526441070268,0.9921196393765974,0.7849029978231699,0.6837606336624079,0.17604430285870423
32,0.7361748821513597,0.6306580866492072,0.9918139375919519,0.7646597443624984,0.7692689212948777,0.15416169872637406,0.7128326867765197,0.6058360845153321,0.9903566413417091,0.7206396349801727,0.7797560563800296,0.1669952629758545
33,0.7341387102077174,0.6282157386804736,0.9917597964752553,0.758892607896827,0.76934176406195,0.1551787194384392,0.7197079630825447,0.614782976221796,0.9919056451199536,0.7433002000277205,0.7586980677481486,0.1620639789530518
34,0.7414187934509543,0.6364025263938793,0.9919716338085574,0.7719214260578156,0.7748983457337978,0.15128061851096708,0.7078324715527118,0.6054851398066616,0.9921496013944485,0.7785998150295373,0.703481508789284,0.16938762708211585
35,0.7478304314751958,0.6432199601170628,0.9920325234185817,0.7715876951467159,0.7802879890037138,0.14770848351682342,0.7143735036102539,0.6087238982384714,0.9910536156683425,0.7122575411429772,0.7851208598935552,0.16540904312985252
36,0.7538982047591098,0.6492426710766416,0.99238624752954,0.7773711185815723,0.7848970328652581,0.14397920286932656,0.7045614606929276,0.6014821188543289,0.9915328252471237,0.717867163511423,0.7638158773995276,0.17119693925066246
37,0.7526140400143557,0.64866077102894,0.9924281613771305,0.7789213151432747,0.7818191685648852,0.14439151769633904,0.7118750199870205,0.6062487407069767,0.9915811928159439,0.7356353182405103,0.7646118546085884,0.1662830305143823
38,0.7617554314607797,0.6576061099767685,0.992604682265326,0.7841046112914418,0.7904163269802581,0.13960089556179767,0.7214407800590006,0.6195180354685845,0.9922380585801964,0.7550332818737224,0.7560284366974463,0.16151127273538549
39,0.7578277400759763,0.6530490184939185,0.9923823004545167,0.7824235565440599,0.7863002135310062,0.14189285000916138,0.7099538629736714,0.6069814546360852,0.9921101281535643,0.7554320943891916,0.7285977932469073,0.16702463960948202
40,0.7592068799706393,0.6548268060351528,0.9925365700971248,0.7807415599046752,0.7904561619425929,0.14081578411508439,0.7088573156316671,0.6080847802113726,0.9923122811559669,0.7795209512655206,0.7130982155204685,0.16715211573993605
41,0.7624997337197148,0.658507528173369,0.9925242298564245,0.7850941010685855,0.792923720770104,0.1392783037884984,0.7238601581970735,0.6218180268008062,0.992037894158301,0.7474825156444389,0.7588830638693103,0.1595043559316735
42,0.7703541953896367,0.6671851987755576,0.9926885893178541,0.7935475093680758,0.7970597737057264,0.13471223743155944,0.7235848397578833,0.6235913468203108,0.9924765576125921,0.7644974700079255,0.7509815564868412,0.15903340883455705
43,0.7720310476630233,0.6681663168724193,0.9927727216204931,0.7963230675736139,0.7991752912138783,0.13386979352596196,0.732379408810066,0.6332817130407159,0.9927959506155272,0.7731254855157329,0.7520672229966162,0.15360511331825757
44,0.7806412224159684,0.6792141760504523,0.9931848128867704,0.7985802732927855,0.8062675279933352,0.12845075541977272,0.7287804278476144,0.6295393077313295,0.992580398333263,0.7710826763739953,0.7482688625941948,0.1561841343290271
45,0.7822074197059454,0.6796993318685266,0.9932060279818469,0.802966229790865,0.8065271349840386,0.1276722262765086,0.7352147006331058,0.6356111475968049,0.9925930975829569,0.7650959103304693,0.765720959585187,0.15243089156893064
46,0.7798544005599133,0.6782311734765075,0.9932056311951127,0.8017813147500504,0.8064823760542759,0.12873421791334486,0.7376490538974978,0.6342804177579063,0.9920408424687489,0.7380310136105741,0.7962347896247886,0.1520640913164581
47,0.7848604383856751,0.6836133935423785,0.9933720494425574,0.8034276799407116,0.8108134061791176,0.12581077512613562,0.7407096831130705,0.6411765039572696,0.9928689362002734,0.7849617303715389,0.7598288644034907,0.14936589957343305
48,0.7824066447657209,0.6812352344047191,0.9933132976293564,0.8042023719050163,0.8076624399007752,0.12711998371970515,0.7326387384114313,0.6325908489254978,0.9921966628516188,0.748811419539597,0.7725782239558215,0.15514300426492583
49,0.7800784038249836,0.6790330867434657,0.993046973680341,0.8065054562202719,0.8037729041520939,0.12894749366353417,0.7334650250581595,0.6315947638713743,0.991578903962981,0.7478648751152271,0.7889227465725084,0.15480718062582313
50,0.7923255275155223,0.6913194129633349,0.9936813836873963,0.8159931974355564,0.8132211520921352,0.12159632131197425,0.7232202159995091,0.6184123597055111,0.9910025579316869,0.7239519322212618,0.7933785877310832,0.16047712810424053
51,0.7902798500171927,0.6902328112790751,0.9935388630905817,0.8117858868005664,0.8141619687856629,0.12266016231719838,0.7483886613555155,0.645253253000395,0.992561889750172,0.7791130456246208,0.7767377729339766,0.14538206673985554
52,0.8008467527322991,0.7021591337614281,0.9938623392304708,0.8221019010904224,0.818622923867647,0.11677254253435274,0.7275029978835185,0.625637638897612,0.99170809196976,0.7568712808051199,0.7681347589361305,0.15795380659455485
53,0.7874095990907314,0.6868494106240051,0.9935252624888753,0.8093911440566529,0.8112675277299659,0.12422386335945407,0.7423896045574083,0.6429765323942044,0.9929437321571549,0.7811519327115252,0.7651819553015367,0.14815232860051494
54,0.8017199185005454,0.7037476145250853,0.9939039567875307,0.8212924443705137,0.8212507162676301,0.11617973108970842,0.7432276629052073,0.6421899225438454,0.9926224559415754,0.777987079713791,0.7695588767961079,0.14840761888691148
55,0.8080352018045824,0.7096975833870643,0.9940249649591224,0.8271539789992709,0.8248472511768341,0.11276150850016017,0.7374870970910105,0.638134167917581,0.9926272855614716,0.7766134236305303,0.7637872158702468,0.15134506913629214
56,0.8069885071626929,0.7088991642691368,0.9941436572130337,0.8265147035898164,0.8257431848797687,0.11301996909775013,0.7276165417905124,0.631775304091167,0.9928814018758876,0.7794940815089576,0.7451999894247345,0.15769238471687488
57,0.8082757498635802,0.7109451481076174,0.9940025574246119,0.8261235290488531,0.8265191087889117,0.1125245013295911,0.7333398049559406,0.6302234795166204,0.992275780101992,0.7619126684779872,0.76201220200612,0.15423384718380662
58,0.8055005364639815,0.707266857804254,0.9940306478461554,0.8211953605330268,0.8264339247415232,0.11378913645654223,0.7372194858178691,0.636902001668822,0.9926759664655943,0.7839827461408773,0.748794399255938,0.1513492902592149
59,0.8032977563697238,0.7041622344837632,0.9938330532506455,0.8245517389718876,0.8227481641048608,0.11545455862962922,0.7454141248639332,0.6460586632284266,0.9926472773399685,0.7746838337278158,0.7718300507099777,0.14688172156913057
60,0.8039051661657732,0.7058502165384071,0.993989666187486,0.824722672271174,0.8251105179620344,0.11462448569837698,0.7291192471202468,0.6285995181828348,0.9928167261648247,0.7876957617754168,0.743753673981859,0.15555405024714844
61,0.817707026074099,0.7216103212084881,0.9944677560828453,0.8374350046695664,0.8312474648619808,0.10674739888934202,0.7471980446481913,0.6484084829190646,0.9929692107638012,0.7704846972304955,0.7801727425896378,0.1458268698321112
62,0.8048398532839709,0.7066916435263878,0.993933958369632,0.8236370356970055,0.8279237286296002,0.11426386711469223,0.7403419009140856,0.6404194471971044,0.993113670968525,0.7822624054806326,0.7550452105019712,0.1500198488314305
63,0.8046065218919931,0.7058697277030279,0.9940483400294947,0.8250297689160635,0.8248425805291464,0.11433883407694656,0.7391591245100356,0.6414353609604136,0.9928606065160477,0.787654913129239,0.7549576786156144,0.15053479965094949
64,0.8208013097214144,0.7244623743517454,0.9946136640947919,0.8399566956037698,0.8358393249123596,0.1047596070309018,0.7536513551053184,0.6555544041064724,0.9931398236526633,0.7965416867604969,0.7687865479245068,0.1419766275333822
65,0.8301967396292576,0.7360441521849743,0.9949008957591168,0.846935891481333,0.8413283239270366,0.09947393271465634,0.754223222742925,0.6563189203576529,0.9931306534477865,0.7910485425950481,0.7729783998518447,0.14168004725123007
66,0.8272684559572575,0.7322781297356583,0.9947830182175303,0.8431970175615576,0.8417656438988309,0.10123976263715777,0.744898135585951,0.6483521477923511,0.9931606798282728,0.7839870830924833,0.7649909606519735,0.14717835200347645
67,0.8261751172154449,0.731752583107283,0.9947717408108157,0.8454300993403723,0.8379756357780722,0.10171284912110762,0.7481642092087445,0.6507120942169765,0.9932874608974153,0.7803946547480557,0.7731615669149445,0.14507094460184022
68,0.8225912573032601,0.7278380882601405,0.9946487941021143,0.8405817650085272,0.8376924444076627,0.10381809864626375,0.7441303071678117,0.6478056709548385,0.9931942870724184,0.7895363327034672,0.7637265265766526,0.14742352025440106
69,0.8296726009873456,0.7349703131720077,0.9947219646947328,0.8469182287537774,0.842542352024899,0.09998504310673059,0.7380738263552351,0.6418795094261668,0.9929958873459493,0.7855666092933522,0.7513046057892122,0.15084565015771956
70,0.8316016491762427,0.7374114709538083,0.9948059635799985,0.8499761871820273,0.8430132904025012,0.09895590367878593,0.7525160669934421,0.6552721114912988,0.993305225503808,0.7819338614778006,0.7805672851979127,0.14266423061922603
71,0.8338921617629916,0.7409556251625682,0.9948738241611526,0.8489807736735011,0.8469534107418948,0.09738726236012786,0.7464303904590136,0.6469378518089328,0.9929130408691218,0.7692758175388995,0.7822517257816387,0.1460903724817713
72,0.8335707658945128,0.7398358670084976,0.9949112777100053,0.849739309660224,0.8456417876620625,0.09764186719562425,0.73919163369648,0.6421816352489897,0.9930601980758855,0.7843404072289543,0.7592776184158159,0.1509175013726461
73,0.8339423925377601,0.7402656993200613,0.9948798792306767,0.8510071167419123,0.8471696376800537,0.09737499075573544,0.741764953416733,0.6476120222116589,0.9932956195535092,0.797370548258672,0.7568352237149143,0.1485921578111427
74,0.8421788198310275,0.7501441947249479,0.9951275666785795,0.8578748595575953,0.852932297213133,0.09271473545841007,0.737342782826832,0.6447232866494853,0.9935263863322696,0.8147068014165659,0.7360296743355572,0.15123075420774942
75,0.8417914755815683,0.7506595316321351,0.9952301105787588,0.8580866532270298,0.8516613744026007,0.09260867245841858,0.7556184538043982,0.6601305929254552,0.9934475638177813,0.7751648197672364,0.7825721538637823,0.1415773532333066
76,0.8340389638446098,0.7422750512527865,0.9949346604042275,0.8503886391950208,0.8467858374811882,0.09721965739113647,0.7331792534003237,0.6345439851716572,0.992728091635794,0.78967334665304,0.7415380118893262,0.1529778030177873
77,0.8363287050363629,0.7435875690953676,0.9949549405380737,0.8509009251760882,0.8488104402325874,0.0961481106662473,0.7473601428967602,0.6505134182675311,0.9932181279787304,0.7980856395425229,0.7573602478113161,0.1451196323658498
78,0.8399251259343569,0.7483841132285983,0.9952198364013849,0.8585236027490261,0.8509412414805834,0.09343150873170343,0.7306684378442639,0.6300819370846963,0.9923954466776854,0.7422980012153161,0.7786204428216024,0.15674529893726585
79,0.8211967487667882,0.7264808097551035,0.9945931892062343,0.8388853641443474,0.8362432822238567,0.10445576161146164,0.7395055303552847,0.6398115344940318,0.9925915097117597,0.769294588590049,0.7641349697839712,0.15109596393613148
80,0.8317708993373916,0.7390257633009623,0.9949756302805834,0.8506151451620945,0.8452194114757139,0.09834714929118406,0.753761776299885,0.6546655748855912,0.993183147751541,0.7794105382893013,0.7769853252111913,0.14233101248276164
81,0.8481054091176321,0.7583327386961427,0.9954773104468058,0.8625336653271387,0.8573019355535507,0.08891102483192849,0.759830539216151,0.6607181271551655,0.9931416995120499,0.7745434218809463,0.7986619881690846,0.13994412625908678
82,0.8502689326225326,0.7609018489371898,0.995504955219668,0.8643318189438,0.8595935691927754,0.08770061869087607,0.7509505431261049,0.6557761986127613,0.9934125948367514,0.7996320493508493,0.7633201042176677,0.14396786920899318
83,0.855874240398407,0.768158616021622,0.9956035783817602,0.8697307439044465,0.8625992075648419,0.08468963996355616,0.7546010266540705,0.6599009080272281,0.9935781592381537,0.8039057323133305,0.7676177377797696,0.14138911843586427
84,0.8558151389277259,0.7676205229620601,0.9955793078555617,0.8705542853405309,0.8623676636191302,0.08461724492439697,0.7623419193294121,0.6649118699944417,0.9934588116208424,0.7873570049622235,0.7983467555530531,0.13756024040665657
85,0.853360268265702,0.7651883880066317,0.9955980895563613,0.867765603023906,0.860897513323052,0.0860427486342053,0.7406976155514987,0.6460089292512403,0.993545391736079,0.8173014405676865,0.7396930693195936,0.1488777154783552
86,0.8497658302617628,0.760117270572241,0.995437471672546,0.8618897490723189,0.8600002925756366,0.08800412004077157,0.7445256575098578,0.6483963551472857,0.9932765298900134,0.798617880558933,0.7573711962070105,0.14702558282800612
87,0.8547406241644261,0.7662607181903928,0.9955484984919082,0.8676874412353649,0.8634482424619586,0.085312997424152,0.7437329581237151,0.6483202549819503,0.9936428139275494,0.833599898223434,0.7346712097374206,0.1480044940965053
88,0.8552426848300668,0.767046740581823,0.995683457269225,0.8696551873933437,0.8618936906027239,0.08473872705254444,0.7615062396308334,0.6659128582010422,0.9936242730766318,0.8026968721727501,0.7795880989689267,0.13773462246611434
89,0.8657894917698794,0.7803309365760448,0.9959429235652436,0.8780150860548019,0.8715046464010726,0.0787031653575426,0.7619350347532763,0.6658448188502142,0.9935810927555765,0.8111332558063015,0.7766909917657019,0.13709008269801368
90,0.8566905776428622,0.7705112609059311,0.9955846140551012,0.8704350067432537,0.867729788256246,0.08426012677075558,0.7475028468839316,0.6458946459525209,0.9925000670167289,0.7555838713452155,0.7970166126771658,0.14617165300254378
91,0.8564478384200916,0.7692020864680756,0.9957420718531276,0.8715023564737897,0.8636594570653383,0.08394474447379972,0.7599760735156055,0.6629832351501863,0.9933075336482597,0.7993821435120005,0.7771343005758931,0.1384997287730001
92,0.8286129378302153,0.7364329352628353,0.9947491797596909,0.8476355353067088,0.8428916245005852,0.10033739631085895,0.7582564975076905,0.6608684454843164,0.9931746464336213,0.787726727642757,0.7802733512506084,0.1399118320081053
