epoch,train_dice,train_iou,train_pixel_accuracy,train_precision,train_recall,train_loss,val_dice,val_iou,val_pixel_accuracy,val_precision,val_recall,val_loss
1,0.2181376330199899,0.15241150403549,0.970211811363697,0.34030682524276334,0.2679513493859409,0.46211043485375336,0.34153680998631936,0.26225642481459244,0.9850389929745125,0.634093639380008,0.3187174221773798,0.384924583429003
2,0.4016587963804256,0.30457128038586573,0.9816988231830819,0.5105487621107767,0.45414920151233673,0.35420370777679044,0.4326230805740301,0.3201004032299723,0.9743071342068245,0.3811658665818988,0.6386877378808397,0.3427420744702155
3,0.46790556817553763,0.364699233496605,0.9837984605584034,0.5377818869296894,0.5126339718699455,0.3147123280132926,0.4895074948863125,0.3891363165548128,0.9874467713047355,0.6277835061138358,0.4601393387002765,0.29873191228971774
4,0.5154974509117215,0.4090601409417252,0.9852734301672426,0.5679271316459013,0.5577156663287518,0.28603528899162317,0.5166997803139929,0.41739184217978975,0.9877875729292328,0.635775657541001,0.5003407280919168,0.2818126974165094
5,0.5320537118024604,0.42675579252631163,0.9858557755170867,0.5876702435834463,0.575369966238044,0.275239082876333,0.5495698461511831,0.44242173580368993,0.9851555346750556,0.5371564389659289,0.6409349316955478,0.26475264494278955
6,0.5582909511272297,0.45256457789692767,0.9861700663039851,0.6029091061547746,0.6030020519744518,0.26019168636480045,0.561089879542546,0.4566848595533385,0.9870988492176737,0.6032736139650442,0.5982925522483139,0.25778652354804543
7,0.5702031797101331,0.4644345102268596,0.9869005070176236,0.6175387139583743,0.6158923141138498,0.2524445884276268,0.5916683554476335,0.48426767331595344,0.9866642734827947,0.5839000666089604,0.6717939045501897,0.23948253871243128
8,0.5855722174394963,0.4803287903236788,0.9871637862782146,0.6288876401823621,0.6284411863185638,0.243328757843999,0.6031392682100415,0.4941683742062274,0.9868856735949246,0.5952321912968972,0.6824726355093138,0.23212556682894728
9,0.5991353598791499,0.4927688582345497,0.9871756368598272,0.633063863876254,0.6491268890541654,0.2349846923593865,0.6138862131814998,0.5147132576809567,0.9889740250107166,0.6582214468103362,0.6494432534638613,0.22384369784238894
10,0.6168811815076096,0.5117569626417271,0.9879106051006983,0.6536465370377829,0.6637987371447475,0.22421456557200398,0.6209147498984814,0.5227959848972813,0.9898452910179669,0.692334127702976,0.6297151255157759,0.2181562861570945
11,0.621322306089623,0.514847431071969,0.9880776110776636,0.6562553408534028,0.6722441440404847,0.22109986910986346,0.6127624028133896,0.5111054939005648,0.9896298809563646,0.6941658378685507,0.6105418845427226,0.2226824667845435
12,0.6376830772605053,0.531182725762212,0.9884419832811799,0.6729565824187079,0.6837530350962351,0.21173787164653457,0.6008438826991442,0.5049980563072404,0.9899068538786192,0.7152923996112862,0.5871152618280862,0.23196632281508087
13,0.6436203127337057,0.536237469766029,0.9884366847054903,0.6724394525206366,0.6944394825502883,0.20859959223415964,0.6449730604757246,0.5363260227294723,0.9883684353316298,0.6595459731812054,0.7017303668016619,0.20753659819170336
14,0.657490880163603,0.5511816332853118,0.989150790281074,0.6861493658534316,0.6999630945366483,0.20026652597237465,0.6151019811457231,0.5026592695315102,0.9854999768543659,0.5924306812930004,0.7262284146684002,0.22618152780515102
